,Course,Year,Hrs Per Week,Interest in student learning,Instructor provides feedback to students to improve,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
21836,76-492,2015,8.6,5.0,4.6,5.0,5.0,5.0,4.6
21837,76-492,2017,8.6,5.0,4.8,4.8,5.0,4.8,4.8
21838,76-492,2018,10.25,5.0,4.75,4.25,5.0,4.75,4.5
21839,76-494,2010,,3.0,3.0,4.0,4.0,3.5,3.0
21840,76-494,2013,,4.17,3.67,4.0,3.83,3.83,3.83
21841,76-494,2015,5.0,5.0,3.0,4.0,5.0,4.0,4.0
21842,76-494,2016,6.5,4.75,4.25,4.75,4.75,4.0,4.25
21843,76-494,2017,6.5,4.0,3.5,3.75,4.5,3.75,3.5
21844,76-494,2018,5.0,4.33,4.67,4.33,4.33,4.0,4.33
21845,76-495,2013,,5.0,5.0,5.0,5.0,5.0,5.0
21846,76-497,2013,,4.0,3.5,3.5,4.5,5.0,4.5
21847,76-508,2010,,4.0,3.0,4.0,3.0,3.0,3.0
21848,76-508,2015,11.0,5.0,5.0,5.0,5.0,5.0,5.0
21849,76-702,2012,,4.640000000000001,4.3149999999999995,4.5,4.640000000000001,4.455,4.045
21850,76-702,2013,,4.88,4.63,4.75,4.88,4.88,4.75
21851,76-702,2014,10.25,4.75,4.25,4.5,4.25,4.25,4.25
21852,76-702,2015,11.75,4.75,4.5,4.25,4.0,4.25,4.0
21853,76-702,2016,6.575,4.4,4.4,4.3,4.3,4.4,4.2
21854,76-702,2017,7.63,4.5,4.5,4.38,4.63,4.5,4.25
21855,76-702,2018,7.0,4.615,4.56,4.725,4.615,4.445,4.22
21856,76-706,2010,,5.0,5.0,5.0,5.0,5.0,5.0
21857,76-714,2010,,4.86,4.57,4.86,5.0,4.71,4.57
21858,76-717,2012,,4.63,4.38,4.25,4.75,4.63,4.25
21859,76-717,2017,9.13,4.88,5.0,4.5,4.63,4.5,4.5
21860,76-718,2009,,,,,,4.5,4.25
21861,76-718,2010,,5.0,4.88,5.0,5.0,4.88,4.88
21862,76-718,2011,,4.6,4.175,4.5,4.7,4.5,4.275
21863,76-718,2013,,4.88,4.5,5.0,5.0,4.88,4.5
21864,76-718,2014,,4.29,3.29,3.71,4.29,3.57,3.43
21865,76-718,2016,7.0,4.33,3.33,3.78,4.0,4.0,3.56
21866,76-719,2011,,5.0,4.75,3.75,5.0,4.75,4.5
21867,76-719,2012,,3.0,2.5,3.5,1.5,3.0,3.0
21868,76-719,2013,,5.0,5.0,4.0,4.67,5.0,5.0
21869,76-719,2014,9.0,4.33,4.67,4.67,4.67,4.67,4.33
21870,76-719,2015,6.2,4.4,4.4,4.2,4.2,4.0,4.2
21871,76-719,2018,11.6,5.0,4.4,4.2,4.0,4.6,4.8
21872,76-720,2010,,4.56,3.75,4.19,4.81,4.31,4.0
21873,76-720,2011,,4.73,4.45,4.82,5.0,4.73,4.64
21874,76-720,2012,,4.85,4.85,5.0,5.0,5.0,4.54
21875,76-720,2013,,4.2,3.53,3.67,4.33,3.67,3.27
21876,76-720,2014,9.15,4.77,4.23,4.15,4.69,4.23,3.54
21877,76-720,2015,5.82,3.75,3.25,3.08,3.17,2.92,2.83
21878,76-720,2016,5.38,2.88,2.5,2.19,3.13,2.38,2.19
21879,76-720,2018,7.63,4.57,2.63,3.38,3.5,3.0,2.88
21880,76-721,2010,,5.0,4.75,5.0,5.0,4.75,4.0
21881,76-723,2016,16.0,4.33,4.33,4.33,4.33,4.67,4.67
21882,76-724,2011,,4.9,4.9,4.7,4.9,4.8,4.4
21883,76-724,2012,,3.0,3.0,2.0,3.0,2.0,2.0
21884,76-725,2011,,4.0,5.0,5.0,4.5,4.0,4.0
21885,76-725,2012,,4.89,4.56,4.56,5.0,4.78,4.67
21886,76-725,2014,11.0,5.0,5.0,5.0,5.0,5.0,5.0
21887,76-725,2016,7.1,4.7,4.7,4.7,4.7,4.7,4.3
21888,76-725,2017,11.0,4.6,4.2,4.8,4.6,4.8,4.6
21889,76-725,2019,9.88,4.75,4.63,4.88,4.63,4.75,4.63
21890,76-726,2009,,,,,,4.67,4.33
21891,76-728,2017,10.4,4.4,4.6,4.4,5.0,4.8,4.8
21892,76-729,2018,11.0,5.0,4.83,5.0,5.0,5.0,4.83
21893,76-730,2018,11.0,4.5,4.0,4.5,5.0,4.0,3.5
21894,76-731,2017,8.0,5.0,4.5,5.0,5.0,5.0,5.0
21895,76-732,2009,,,,,,5.0,4.5
21896,76-732,2013,,5.0,5.0,5.0,5.0,5.0,5.0
21897,76-733,2011,,4.75,4.75,4.5,5.0,4.5,4.75
21898,76-735,2012,,4.63,5.0,4.63,4.63,4.5,4.5
21899,76-735,2014,17.0,4.0,3.5,5.0,4.0,4.0,4.0
21900,76-735,2017,8.67,4.56,4.89,4.56,4.56,4.67,4.56
21901,76-735,2018,9.2,3.8,4.6,4.2,3.6,3.6,4.0
21902,76-737,2010,,4.4,4.4,4.4,4.8,4.2,4.4
21903,76-737,2013,,4.67,4.0,4.67,4.67,4.67,4.67
21904,76-740,2016,6.5,4.0,4.0,5.0,5.0,4.5,4.0
21905,76-742,2010,,5.0,4.5,5.0,5.0,5.0,5.0
21906,76-743,2016,12.75,4.75,4.75,4.5,4.75,5.0,4.75
21907,76-744,2010,,4.83,4.5,4.67,5.0,4.5,3.6
21908,76-745,2009,,,,,,3.71,4.0
21909,76-745,2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
21910,76-746,2010,,3.0,3.0,4.0,4.0,3.0,3.0
21911,76-746,2017,7.25,4.0,2.75,4.25,4.75,4.25,4.25
21912,76-747,2011,,4.4,4.6,4.2,4.6,4.6,4.6
21913,76-747,2014,,4.75,4.0,4.5,4.75,4.75,4.75
21914,76-747,2019,8.0,5.0,4.5,5.0,5.0,5.0,5.0
21915,76-750,2013,,5.0,5.0,5.0,5.0,5.0,4.67
21916,76-750,2014,11.0,4.75,4.5,4.5,4.75,4.75,4.5
21917,76-750,2015,10.0,4.5,4.75,4.5,5.0,5.0,4.75
21918,76-750,2016,12.0,5.0,5.0,4.83,5.0,4.83,4.83
21919,76-750,2017,11.0,5.0,5.0,5.0,5.0,5.0,5.0
21920,76-751,2009,,,,,,5.0,4.5
21921,76-751,2015,9.5,3.75,2.38,3.38,4.25,3.43,3.0
21922,76-752,2015,9.5,5.0,4.0,4.5,5.0,5.0,4.5
21923,76-752,2017,13.0,4.5,4.0,5.0,5.0,5.0,4.5
21924,76-753,2011,,3.8,4.0,4.2,4.4,4.0,4.0
21925,76-755,2011,,4.8,4.4,4.0,4.2,4.4,4.0
21926,76-755,2013,,5.0,4.33,4.33,4.67,5.0,4.33
21927,76-755,2015,11.0,5.0,4.5,3.5,5.0,4.0,3.5
21928,76-755,2018,8.0,5.0,5.0,5.0,5.0,5.0,5.0
21929,76-756,2010,,5.0,5.0,5.0,5.0,5.0,5.0
21930,76-758,2014,,5.0,4.5,4.75,5.0,4.75,4.75
21931,76-758,2019,8.0,5.0,4.67,4.0,5.0,4.67,4.33
21932,76-759,2010,,4.13,4.0,3.88,4.75,3.88,4.0
21933,76-759,2011,,4.0,2.5,4.5,3.0,3.75,3.5
21934,76-759,2013,,4.4,4.2,4.2,4.6,4.2,4.0
21935,76-759,2015,15.0,4.13,4.5,3.63,4.63,3.75,3.13
21936,76-759,2016,13.5,4.83,4.33,4.5,4.83,4.67,4.33
21937,76-759,2017,11.0,5.0,4.5,5.0,4.5,4.0,4.0
21938,76-760,2010,,4.4,4.2,3.2,4.6,4.0,3.8
21939,76-760,2011,,5.0,5.0,4.33,5.0,5.0,4.33
21940,76-760,2012,,5.0,5.0,5.0,5.0,5.0,4.5
21941,76-760,2013,,3.0,3.5,2.5,2.5,2.0,3.0
21942,76-760,2014,,5.0,5.0,5.0,5.0,5.0,5.0
21943,76-760,2015,6.0,3.33,3.67,1.67,3.67,2.0,1.67
21944,76-760,2017,8.75,4.75,4.0,4.5,4.5,4.5,4.0
21945,76-760,2019,9.0,4.67,5.0,4.67,5.0,4.67,4.67
21946,76-761,2014,8.0,4.22,3.78,3.89,4.44,4.22,4.11
21947,76-761,2017,7.0,5.0,4.0,4.0,5.0,5.0,4.67
21948,76-761,2018,8.0,5.0,4.75,4.5,5.0,4.5,4.5
21949,76-761,2019,7.0,5.0,4.67,4.33,5.0,4.67,4.67
21950,76-767,2010,,5.0,5.0,5.0,5.0,5.0,4.5
21951,76-771,2010,,4.75,4.75,4.75,4.75,4.75,4.0
21952,76-771,2011,,4.57,4.43,4.43,4.71,4.71,4.43
21953,76-772,2010,,5.0,5.0,5.0,5.0,4.67,4.67
21954,76-772,2011,,5.0,4.335,4.335,4.835,4.835,4.335
21955,76-772,2013,,5.0,5.0,5.0,5.0,5.0,5.0
21956,76-772,2016,6.71,4.71,4.71,4.14,4.86,4.14,4.14
21957,76-772,2017,8.0,4.0,3.67,3.67,4.67,4.0,4.33
21958,76-773,2009,,,,,,4.33,4.0
21959,76-773,2010,,5.0,4.6,5.0,5.0,4.8,4.25
21960,76-773,2013,,5.0,5.0,5.0,5.0,5.0,5.0
21961,76-773,2014,,5.0,4.5,4.5,5.0,5.0,5.0
21962,76-773,2016,8.75,4.0,4.25,3.5,4.25,4.25,3.5
21963,76-773,2017,6.5,4.5,4.5,4.5,4.5,5.0,4.5
21964,76-773,2018,8.86,4.75,4.63,4.5,5.0,4.38,4.38
21965,76-774,2009,,,,,,4.0,3.83
21966,76-774,2010,,4.0,4.665,4.165,4.835,3.875,4.835
21967,76-774,2011,,4.33,4.33,3.67,4.0,3.67,4.0
21968,76-774,2012,,4.83,4.83,4.67,4.67,4.83,4.67
21969,76-774,2013,,4.83,4.83,4.17,4.83,4.33,4.33
21970,76-774,2014,,4.75,5.0,4.75,5.0,5.0,5.0
21971,76-774,2015,12.67,4.14,4.0,4.0,4.57,3.71,3.86
21972,76-774,2016,6.5,3.5,3.0,2.67,4.5,3.17,2.67
21973,76-774,2017,2.0,1.5,1.0,1.0,3.0,1.0,1.0
21974,76-774,2018,7.5,4.5,3.67,3.6,4.8,3.6,3.67
21975,76-774,2019,8.0,4.0,3.0,3.5,4.0,3.0,3.5
21976,76-775,2011,,5.0,5.0,5.0,5.0,5.0,5.0
21977,76-775,2012,,4.5,4.5,4.0,5.0,4.0,4.5
21978,76-775,2013,,4.75,4.75,4.25,5.0,4.63,4.5
21979,76-775,2014,5.6,4.67,4.33,4.0,4.67,4.0,4.0
21980,76-775,2016,6.5,5.0,4.67,4.33,5.0,4.0,4.33
21981,76-775,2017,6.0,3.0,2.33,1.33,4.0,1.67,1.67
21982,76-776,2019,7.0,5.0,4.33,4.67,4.67,5.0,4.67
21983,76-778,2010,,3.33,3.33,3.0,3.33,3.0,3.0
21984,76-778,2011,,4.33,4.56,4.33,3.89,4.56,4.44
21985,76-778,2012,,5.0,4.33,4.67,4.67,4.67,4.33
21986,76-778,2013,,4.5,3.75,4.5,4.25,4.5,4.25
21987,76-778,2014,,5.0,5.0,4.0,5.0,5.0,5.0
21988,76-778,2015,13.0,4.8,4.2,4.4,4.4,4.4,4.8
21989,76-778,2016,11.0,5.0,4.0,3.0,5.0,4.0,5.0
21990,76-778,2017,6.5,5.0,4.25,4.25,4.5,4.5,4.25
21991,76-778,2018,11.0,5.0,5.0,4.67,5.0,4.33,5.0
21992,76-778,2019,7.5,5.0,4.83,4.33,5.0,4.67,4.67
21993,76-779,2010,,3.71,3.71,4.14,3.71,3.71,3.71
21994,76-779,2011,,4.0,3.75,3.0,4.0,3.38,3.25
21995,76-779,2012,,4.0,2.83,3.25,3.58,3.08,3.25
21996,76-779,2013,,2.56,2.0,2.22,3.33,2.0,2.13
21997,76-779,2014,,2.6,2.0,2.4,2.8,2.0,1.8
21998,76-779,2018,12.0,4.67,4.67,5.0,5.0,4.67,5.0
21999,76-780,2010,,5.0,4.46,4.46,4.92,4.77,4.46
22000,76-780,2011,,4.69,4.69,4.85,4.92,4.62,4.85
22001,76-780,2012,,5.0,4.86,5.0,5.0,5.0,4.86
22002,76-780,2013,,4.67,4.47,4.33,4.93,4.6,4.07
22003,76-780,2014,,4.75,4.75,4.75,4.75,4.88,4.75
22004,76-780,2019,9.5,4.25,2.75,4.5,5.0,4.0,4.0
22005,76-781,2010,,5.0,4.8,4.8,5.0,5.0,4.8
22006,76-781,2011,,4.75,3.5,3.5,4.25,3.5,4.0
22007,76-781,2012,,4.38,3.38,4.13,4.75,3.75,4.13
22008,76-781,2013,,4.6,4.4,4.4,4.8,4.4,4.4
22009,76-781,2014,12.5,5.0,4.67,4.83,5.0,4.83,4.83
22010,76-782,2009,,,,,,3.33,3.0
22011,76-782,2018,10.0,3.0,2.25,3.38,2.88,2.88,2.38
22012,76-784,2010,,4.6,4.4,5.0,4.5,4.6,4.4
22013,76-784,2016,9.5,4.67,4.5,4.17,4.67,4.5,4.5
22014,76-784,2018,11.25,5.0,4.5,4.25,5.0,5.0,5.0
22015,76-785,2010,,4.0,4.2,3.8,4.4,3.8,4.4
22016,76-785,2013,,4.67,3.83,4.0,4.83,3.8,3.5
22017,76-785,2015,11.0,4.8,4.8,4.8,4.6,4.6,4.8
22018,76-785,2017,10.4,4.0,4.0,4.2,4.4,4.4,4.6
22019,76-785,2019,6.5,5.0,5.0,5.0,5.0,5.0,4.5
22020,76-786,2010,,4.75,4.75,4.5,4.5,4.25,4.75
22021,76-786,2012,,4.33,4.67,4.67,4.67,3.67,3.0
22022,76-786,2013,,4.75,4.25,4.5,4.25,4.5,4.25
22023,76-786,2014,10.25,4.75,5.0,5.0,4.75,4.25,4.25
22024,76-786,2016,7.4,4.6,4.2,4.0,4.8,4.4,4.0
22025,76-787,2010,,5.0,5.0,5.0,5.0,5.0,5.0
22026,76-787,2011,,4.83,4.67,4.67,5.0,4.83,4.5
22027,76-787,2012,,4.45,4.18,4.55,4.82,4.27,4.36
22028,76-787,2013,,4.63,4.38,4.63,4.38,4.5,4.38
22029,76-787,2018,5.5,5.0,5.0,5.0,5.0,5.0,5.0
22030,76-788,2016,12.67,4.67,4.5,4.33,4.67,4.5,4.33
22031,76-788,2018,11.6,4.9,5.0,4.6,5.0,4.8,4.5
22032,76-789,2010,,3.44,3.11,4.11,4.0,3.89,3.56
22033,76-789,2011,,4.25,3.92,4.42,4.33,4.42,4.33
22034,76-789,2012,,4.47,3.53,3.6,4.73,4.0,4.07
22035,76-789,2013,,4.38,3.85,4.46,4.77,4.31,4.23
22036,76-789,2014,9.63,4.6,4.3,4.7,4.9,4.7,4.5
22037,76-789,2015,7.54,4.0,3.31,3.31,3.92,3.54,3.31
22038,76-789,2016,6.25,4.835,4.585,4.75,5.0,4.75,4.835
22039,76-789,2017,8.0,4.71,4.43,4.0,4.71,4.29,4.14
22040,76-789,2018,8.67,4.78,4.22,4.22,4.89,4.38,4.44
22041,76-790,2009,,,,,,4.33,4.33
22042,76-790,2010,,4.64,4.18,4.45,4.91,4.27,4.36
22043,76-790,2011,,4.27,4.0,4.55,4.64,4.55,4.45
22044,76-790,2012,,5.0,4.93,5.0,4.93,5.0,4.93
22045,76-790,2013,,4.665,4.625,4.915,4.915,4.71,4.79
22046,76-790,2014,11.14,4.93,4.52,4.785,4.785,4.785,4.715
22047,76-790,2015,9.645,4.595000000000001,4.49,4.865,4.675,4.775,4.74
22048,76-790,2016,8.54,4.96,4.915,4.96,4.96,4.96,5.0
22049,76-790,2017,9.41,4.535,4.125,4.71,4.665,4.71,4.79
22050,76-790,2018,8.3,5.0,5.0,4.9,4.835,4.835,5.0
22051,76-790,2019,7.4,5.0,5.0,5.0,5.0,5.0,5.0
22052,76-791,2009,,,,,,5.0,4.77
22053,76-791,2010,,4.71,4.36,4.64,4.86,4.71,4.57
22054,76-791,2011,,4.67,4.83,4.67,4.75,4.83,4.58
22055,76-791,2012,,4.89,4.95,4.68,5.0,4.95,4.95
22056,76-791,2013,,5.0,4.94,4.78,4.94,5.0,4.94
22057,76-791,2014,,4.88,5.0,4.81,5.0,4.81,4.75
22058,76-791,2015,10.37,4.59,4.31,4.325,4.895,4.51,4.475
22059,76-791,2016,10.44,4.33,4.0,3.0,4.89,3.22,3.67
22060,76-791,2017,9.29,4.29,3.71,3.43,4.57,3.43,4.14
22061,76-791,2018,8.0,4.91,4.82,4.73,5.0,4.82,4.82
22062,76-792,2014,,5.0,4.67,4.67,4.67,4.67,4.67
22063,76-793,2014,,4.8,3.8,4.6,5.0,4.2,4.4
22064,76-794,2010,,3.0,3.25,4.25,4.75,3.0,3.25
22065,76-794,2013,,5.0,4.88,4.75,4.88,4.88,4.75
22066,76-794,2015,8.0,4.5,3.5,3.83,4.5,3.5,3.67
22067,76-794,2016,7.25,4.38,3.63,3.88,4.75,3.75,3.88
22068,76-794,2017,8.0,4.0,4.5,4.5,4.5,4.0,4.0
22069,76-794,2018,6.5,4.5,5.0,4.0,5.0,4.5,4.5
22070,76-794,2019,7.0,4.67,4.0,3.67,5.0,3.67,3.67
22071,76-795,2009,,,,,,4.43,4.29
22072,76-795,2010,,4.57,4.86,4.14,4.57,4.29,4.14
22073,76-795,2011,,4.4,4.3,3.8,4.3,3.9,3.8
22074,76-795,2012,,5.0,5.0,4.8,5.0,5.0,5.0
22075,76-795,2013,,5.0,5.0,4.4,5.0,4.6,4.4
22076,76-795,2014,,5.0,5.0,4.0,5.0,5.0,4.67
22077,76-795,2015,8.5,4.5,4.67,4.17,4.67,4.5,4.5
22078,76-795,2016,8.0,5.0,5.0,5.0,5.0,5.0,5.0
22079,76-795,2017,8.0,5.0,5.0,4.67,5.0,5.0,5.0
22080,76-795,2018,7.0,4.33,4.0,2.67,3.67,3.67,3.67
22081,76-795,2019,8.0,5.0,5.0,4.75,5.0,5.0,5.0
22082,76-796,2011,,4.25,2.75,2.75,4.0,3.25,2.75
22083,76-796,2012,,4.44,4.56,4.67,4.67,4.67,4.56
22084,76-796,2013,,4.7,4.3,4.5,4.9,4.5,4.2
22085,76-796,2014,9.5,4.67,4.67,4.67,4.67,4.67,4.33
22086,76-796,2015,7.5,5.0,5.0,5.0,5.0,5.0,5.0
22087,76-796,2016,9.8,4.4,3.4,3.7,4.4,3.5,3.5
22088,76-796,2017,11.0,4.33,4.0,3.67,4.33,4.33,4.33
22089,76-797,2017,8.0,4.6,4.2,4.6,4.8,4.6,4.4
22090,76-798,2013,,4.83,4.33,4.83,4.67,4.83,4.83
22091,76-798,2014,,5.0,5.0,4.5,5.0,5.0,4.5
22092,76-798,2017,9.0,4.0,4.0,3.67,4.33,4.0,3.33
22093,76-798,2018,9.5,5.0,5.0,5.0,5.0,5.0,4.5
22094,76-798,2019,11.0,5.0,5.0,5.0,5.0,5.0,5.0
22095,76-804,2014,,5.0,4.11,4.89,5.0,4.78,4.78
22096,76-804,2019,10.0,5.0,4.33,5.0,5.0,4.67,5.0
22097,76-805,2018,10.25,4.25,4.25,4.75,4.5,4.5,4.75
22098,76-808,2018,13.25,5.0,5.0,5.0,5.0,5.0,5.0
22099,76-809,2014,,4.86,4.83,4.71,4.71,4.71,4.86
22100,76-810,2014,13.25,5.0,5.0,4.8,5.0,5.0,5.0
22101,76-810,2016,13.0,5.0,4.6,4.4,5.0,4.8,4.6
22102,76-811,2012,,5.0,4.86,4.86,5.0,5.0,5.0
22103,76-811,2015,12.6,4.7,4.7,4.7,4.6,4.7,4.7
22104,76-811,2019,12.375,5.0,4.75,4.75,5.0,5.0,4.5
22105,76-812,2010,,4.83,4.67,4.17,4.83,4.67,4.17
22106,76-812,2013,,4.6,4.6,4.4,5.0,4.6,4.2
22107,76-812,2016,9.0,4.83,4.67,4.5,4.83,4.5,4.5
22108,76-813,2010,,3.9,4.1,3.4,4.6,3.2,3.1
22109,76-814,2010,,4.6,4.6,4.4,4.8,4.4,4.0
22110,76-814,2013,,4.215,3.62,3.7649999999999997,4.535,4.154999999999999,3.7
22111,76-814,2014,,5.0,4.5,4.5,4.5,4.0,4.0
22112,76-814,2015,10.4,5.0,4.5,4.67,4.83,4.67,4.83
22113,76-815,2015,9.5,5.0,5.0,4.75,5.0,4.88,4.75
22114,76-815,2016,8.67,4.78,4.56,4.89,4.78,4.89,4.78
22115,76-815,2018,8.5,3.75,3.75,4.08,4.58,3.92,4.08
22116,76-816,2015,13.0,5.0,5.0,4.67,4.67,4.67,4.67
22117,76-817,2013,,3.8,3.6,4.2,4.4,4.4,4.4
22118,76-817,2018,11.0,4.0,4.5,5.0,5.0,5.0,5.0
22119,76-818,2011,,4.75,4.0,4.88,5.0,4.63,4.63
22120,76-819,2010,,5.0,5.0,4.67,5.0,4.67,4.33
22121,76-819,2012,,5.0,5.0,4.4,5.0,4.8,4.8
22122,76-819,2014,,5.0,4.0,4.0,5.0,4.0,3.5
22123,76-819,2016,11.5,4.67,5.0,4.67,4.5,4.67,4.5
22124,76-819,2019,10.57,4.86,4.57,4.29,4.86,4.57,4.43
22125,76-820,2009,,,,,,4.67,4.33
22126,76-820,2010,,5.0,4.33,4.33,4.67,4.5,4.33
22127,76-820,2012,,5.0,5.0,4.5,5.0,5.0,5.0
22128,76-820,2013,,4.6,5.0,4.8,5.0,4.8,5.0
22129,76-820,2014,,5.0,5.0,4.5,5.0,5.0,4.5
22130,76-820,2017,11.0,5.0,5.0,3.75,4.0,4.75,4.75
22131,76-820,2019,11.75,5.0,4.75,4.0,4.75,4.5,4.75
22132,76-821,2011,,4.0,4.0,4.0,4.0,4.0,4.0
22133,76-821,2016,11.5,4.915,4.635,4.5,4.915,4.75,4.83
22134,76-822,2018,12.2,5.0,4.6,5.0,5.0,5.0,5.0
22135,76-823,2014,9.0,5.0,4.67,5.0,5.0,4.67,4.67
22136,76-823,2016,7.25,4.75,4.0,4.5,5.0,4.75,4.0
22137,76-823,2019,9.5,4.83,4.33,4.83,5.0,5.0,5.0
22138,76-824,2009,,,,,,3.33,3.17
22139,76-824,2011,,4.43,4.64,4.21,4.92,3.93,4.0
22140,76-824,2013,,4.86,4.79,4.5,4.93,4.86,4.71
22141,76-824,2015,12.0,4.67,3.67,3.67,4.33,4.0,3.67
22142,76-824,2017,8.6,5.0,4.4,4.8,5.0,4.6,4.6
22143,76-824,2018,12.29,5.0,4.57,4.29,4.86,4.71,4.57
22144,76-824,2019,11.86,4.86,4.43,4.29,5.0,4.57,4.29
22145,76-825,2010,,5.0,5.0,5.0,5.0,5.0,5.0
22146,76-825,2013,,4.13,4.13,4.25,4.25,4.38,4.25
22147,76-825,2016,8.38,4.63,4.5,4.63,4.63,4.63,4.5
22148,76-826,2013,,4.6,4.8,4.4,4.4,4.6,4.6
22149,76-826,2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0
22150,76-827,2010,,4.2,3.4,4.4,4.2,3.8,3.8
22151,76-827,2012,,5.0,4.67,5.0,5.0,5.0,4.67
22152,76-827,2014,9.2,5.0,5.0,4.6,4.8,4.6,4.7
22153,76-828,2009,,,,,,4.5,4.25
22154,76-828,2011,,4.89,4.56,4.78,5.0,4.67,4.67
22155,76-828,2013,,4.71,4.43,4.43,4.71,4.71,4.71
22156,76-828,2015,10.25,4.75,5.0,4.75,5.0,5.0,4.5
22157,76-829,2013,,5.0,4.125,4.75,5.0,4.625,4.875
22158,76-829,2015,10.0,4.14,4.29,4.86,4.0,4.29,4.57
22159,76-829,2016,9.8,4.2,3.0,4.0,4.6,3.8,4.0
22160,76-829,2017,11.0,4.5,3.5,3.5,4.5,3.5,3.5
22161,76-830,2011,,4.67,5.0,4.67,5.0,4.67,4.67
22162,76-830,2013,,4.83,4.5,4.83,4.83,4.67,4.67
22163,76-830,2015,8.0,5.0,5.0,5.0,5.0,5.0,5.0
22164,76-830,2017,9.0,5.0,5.0,5.0,5.0,5.0,5.0
22165,76-831,2012,,5.0,5.0,5.0,5.0,5.0,5.0
22166,76-832,2011,,5.0,5.0,5.0,5.0,5.0,5.0
22167,76-833,2018,10.33,4.89,4.78,4.78,4.89,5.0,4.89
22168,76-834,2012,,4.67,4.18,3.92,4.58,4.25,3.92
22169,76-834,2014,,3.33,2.33,4.33,3.0,4.0,4.0
22170,76-835,2010,,4.44,4.0,3.56,4.33,3.78,3.56
22171,76-835,2016,9.13,4.5,4.38,4.5,4.75,4.5,4.25
22172,76-836,2011,,4.71,4.29,4.29,4.71,4.43,4.14
22173,76-836,2018,8.38,4.88,4.88,4.88,5.0,4.88,4.75
22174,76-837,2012,,4.86,4.86,4.86,4.71,4.71,4.86
22175,76-837,2016,13.0,4.0,4.17,4.5,4.33,4.33,4.17
22176,76-838,2012,,4.45,3.9,4.18,4.55,3.82,3.82
22177,76-838,2014,10.5,4.67,4.33,4.33,4.83,4.5,4.5
22178,76-839,2010,,5.0,5.0,4.9,5.0,4.9,4.8
22179,76-839,2011,,4.0,5.0,5.0,5.0,5.0,5.0
22180,76-839,2013,,4.88,4.5,4.75,5.0,4.75,4.88
22181,76-839,2015,9.5,4.88,4.5,4.25,4.75,4.25,4.38
22182,76-839,2016,12.5,3.5,4.0,5.0,3.0,3.5,4.0
22183,76-839,2019,10.0,4.67,4.67,4.67,4.33,4.67,4.67
22184,76-840,2012,,4.2,4.0,4.4,4.6,4.4,4.5
22185,76-840,2014,11.2,4.2,3.6,4.6,5.0,4.6,4.6
22186,76-841,2014,,4.67,3.33,4.0,4.67,3.67,3.67
22187,76-841,2016,9.5,5.0,5.0,5.0,5.0,5.0,5.0
22188,76-841,2017,11.43,4.57,4.71,4.43,5.0,4.57,4.71
22189,76-842,2014,,5.0,5.0,5.0,5.0,5.0,5.0
22190,76-843,2014,,5.0,5.0,5.0,5.0,5.0,5.0
22191,76-844,2009,,,,,,4.5,4.25
22192,76-844,2011,,4.67,4.67,4.5,5.0,4.83,4.67
22193,76-844,2012,,4.4,4.3,4.7,4.8,4.5,4.4
22194,76-844,2014,13.0,4.8,4.4,5.0,5.0,4.6,4.6
22195,76-844,2016,11.0,4.75,4.5,4.71,4.5,4.63,4.88
22196,76-844,2018,6.5,5.0,5.0,4.5,5.0,5.0,4.5
22197,76-845,2012,,5.0,5.0,5.0,5.0,5.0,5.0
22198,76-845,2015,12.0,4.67,4.67,4.67,5.0,5.0,5.0
22199,76-845,2017,10.4,4.8,5.0,4.8,5.0,5.0,4.8
22200,76-846,2010,,4.5,4.0,4.5,5.0,4.0,4.5
22201,76-846,2012,,4.56,4.11,4.22,4.89,4.22,4.0
22202,76-847,2011,,4.83,4.5,4.83,4.67,4.83,4.83
22203,76-847,2015,8.0,4.17,3.5,3.83,4.5,3.83,3.5
22204,76-848,2013,,5.0,4.6,5.0,5.0,5.0,5.0
22205,76-848,2018,15.33,5.0,5.0,5.0,5.0,5.0,5.0
22206,76-849,2010,,4.8,5.0,4.535,4.9,4.835,4.635
22207,76-850,2011,,4.875,4.154999999999999,4.220000000000001,4.75,4.220000000000001,4.29
22208,76-850,2013,,4.3,3.4,3.3,4.2,3.3,2.9
22209,76-850,2015,12.6,4.3,3.6,4.2,4.9,4.3,4.2
22210,76-850,2017,9.29,4.43,4.29,4.57,5.0,4.57,4.57
22211,76-850,2018,14.0,4.67,4.0,5.0,4.67,5.0,5.0
22212,76-851,2011,,5.0,3.5,4.0,5.0,3.5,3.0
22213,76-851,2015,10.82,4.82,4.4,5.0,4.82,4.82,4.73
22214,76-851,2017,10.0,4.0,4.0,4.67,4.67,4.33,4.33
22215,76-852,2010,,4.6,4.7,4.5,4.6,4.7,4.8
22216,76-852,2011,,4.36,4.64,4.36,4.18,4.45,4.36
22217,76-852,2012,,3.67,4.2,3.73,3.73,3.73,3.6
22218,76-852,2013,,3.3,2.2,3.7,3.1,3.0,3.33
22219,76-852,2014,10.4,2.83,3.67,4.17,3.33,3.5,3.5
22220,76-852,2016,9.0,4.86,5.0,4.71,4.86,4.86,4.57
22221,76-853,2009,,,,,,4.67,4.0
