,desc,prereqs,coreqs,name,units,department,profs,School Level,Course
275,None,None,None,Independent Study,,Public Policy & Mgt:Sch of Pub Pol & Mgt,"Borzutzky, Silvia",Graduate,90-934
276,None,None,None,Independent Study,,Public Policy & Mgt:Sch of Pub Pol & Mgt,"Strauss, Robert",Graduate,90-937
277,None,None,None,Independent Study,,Public Policy & Mgt:Sch of Pub Pol & Mgt,Instructor TBA,Graduate,90-940
278,None,None,None,Independent Study,,Public Policy & Mgt:Sch of Pub Pol & Mgt,Instructor TBA,Graduate,90-938
279,None,None,None,Independent Study,,Public Policy & Mgt:Sch of Pub Pol & Mgt,Instructor TBA,Graduate,90-939
280,None,None,None,Internship,0.0,Public Policy & Mgt:Sch of Pub Pol & Mgt,Instructor TBA,Graduate,90-900
281,None,None,None,Independent Study,6.0,Public Policy & Mgt:Sch of Pub Pol & Mgt,Instructor TBA,Graduate,90-941
282,,None,None,Systems Synthesis,12.0,Public Policy & Mgt:Sch of Pub Pol & Mgt,"O'Loughlin, Timothy",Graduate,90-740
283,"Traditional economic models have helped us understand a great deal about the process of economic development. Still, many nations remain mired in persistent poverty, low levels of economic growth, and underachievement on numerous measures of human-centered development. This course will look at insights from randomized controlled trials and behavioral economics that may help us understand some of this persistence at the micro (individual and market) level. To the extent time allows, we will attempt to contrast the insights from this work with those of traditional economic models in areas like poverty, education, health, and finance.",None,None,"Experiments, Behavior, and Development",9.0,Public Policy & Mgt:Sch of Pub Pol & Mgt,"Wessel, Mark",Senior,90-470
284,None,None,None,Independent Study,,Public Policy & Mgt:Sch of Pub Pol & Mgt,Instructor TBA,Graduate,90-942
285,This course is for Undergraduate Computational Biology Students looking to take an internship for credit.  Approval must go through Dr. Phillip Compeau.,None,None,Computational Biology Undergraduate Internship,3.0,SCS: Computational Biology,Instructor TBA,Freshman,02-090
286,"The internship option offers PhD students the opportunity to supplement their research program. Students may intern with a for-profit or non-profit firm, or a research lab, or a government agency that provides them an opportunity to collect data relevant for their research, or implement their research via field study within the firm, or collaborate with other researchers on a project.      The work must be approved by their faculty advisor as well as by the firm. The faculty advisor should also define deliverables clearly and be willing to provide a pass/fail grade. They will need an approval from their faculty advisor and the PhD program director before registering for the course.",None,None,Phd Internship,,Public Policy & Mgt:Sch of Pub Pol & Mgt,Instructor TBA,Graduate,90-989
287,This course is for students participating in an internship or co-op.,None,None,Computational Biology Internship,3.0,SCS: Computational Biology,"Stenger, Nicole",Graduate,02-801
288,"This course is for M.S. students who wish to do supervised research for academic credit with a Computational Biology faculty member. Interested students should first contact the Professor with whom they would like to work. If there is mutual interest, the Professor will direct you to the Academic Programs Coordinator, who will enroll you in the course.",None,None,M.S. Thesis Research,,SCS: Computational Biology,Instructor TBA,Graduate,02-700
289,None,None,None,Independent Study,,Public Policy & Mgt:Sch of Pub Pol & Mgt,Instructor TBA,Graduate,90-943
290,This course is for MSCB students interested in taking an internship for credit.  This must be approved through the MSCB Directors.,None,None,Computational Biology MS Internship,3.0,SCS: Computational Biology,Instructor TBA,Graduate,02-790
291,Missing Course Description - please contact the teaching department.,None,None,Ph.D. Thesis Research,,SCS: Computational Biology,"Stenger, Nicole",Graduate,02-900
292,"This course is for Computer Science students who wish to have an  internship experience as part of their curriculum. Students are required  to write a one-page summary statement prior to registration that  explains how their internship connects with their CS curriculum,  specifically on how it uses material they have learned as well as  prepares them for future courses. Near the end of the internship,  students will be required to submit a reflection paper that describes  the work they did in more detail, including lessons learned about the  work experience and how they utilized their CS education to work  effectively. International students should consult with the Office of  International Education for appropriate paperwork and additional  requirements before registration. Units earned count toward the total  required units necessary for degree completion; students should speak  with an academic advisor for details. This course may be taken at most 3  times for a total of 9 units maximum. Students normally register for  this course for use during the summer semester.",None,None,Computer Science Practicum,3.0,SCS: Computer Science,"Cortina, Thomas",Freshman,15-090
293,"This course is for undergraduate students who wish to do supervised research for academic credit with a Computational Biology faculty member.  Interested students should first contact the Professor with whom they would like to work.  If there is mutual interest, the Professor will direct you to the Academic Programs Coordinator who will enroll you in the course.",None,None,Undergraduate Research in Computational Biology,,SCS: Computational Biology,"Compeau, Phillip",Graduate,02-500
294,"An introduction to programming based on a functional model of computation.  The functional model is a natural generalization of algebra in which programs are formulas that describe the output of a computation in terms of its inputs---that is, as a function.  But instead of being confined to real- or complex-valued functions, the functional model extends the algebraic view to a very rich class of data types, including not only aggregates built up from other types, but also functions themselves as values.  This course is an introduction to programming that is focused on the central concepts of function and type.  One major theme is the interplay between inductive types, which are built up incrementally; recursive functions, which compute over inductive types by decomposition; and proof by structural induction, which is used to prove the correctness and time complexity of a recursive function.  Another major theme is the role of types in structuring large programs into separate modules, and the integration of imperative programming through the introduction of data types whose values may be altered during computation.    NOTE: students must achieve a C or better in order to use   this course to satisfy the pre-requisite for any subsequent Computer   Science course.",(15-151 or 21-127 or 21-128) and (15-112),None,Principles of Functional Programming,10.0,SCS: Computer Science,"Pruiksma, Klaas",Freshman,15-150
295,"This course provides a programmers view of how computer systems execute programs, store information, and communicate. It enables students to become more effective programmers, especially in dealing with issues of performance, portability and robustness. It also serves as a foundation for courses on compilers, networks, operating systems, and computer architecture, where a deeper understanding of systems-level issues is required. Topics covered include: machine-level code and its generation by optimizing compilers, performance evaluation and optimization, computer arithmetic, memory organization and management, networking technology and protocols, and supporting concurrent computation. NOTE FOR GRADUATE STUDENTS: This course is not open to graduate students beginning Spring 2015. Graduate students must register for 15-513 instead.",15-122,None,Introduction to Computer Systems,12.0,SCS: Computer Science,"Railing, Brian",Sophomore,15-213
296,"A technical introduction to the fundamentals of programming with an emphasis  on producing clear, robust, and reasonably efficient code using top-down  design, informal analysis, and effective testing and debugging. Starting  from first principles, we will cover a large subset of the Python  programming language, including its standard libraries and programming  paradigms.  We will also target numerous deployment scenarios, including  standalone programs, shell scripts, and web-based applications.  This course assumes no prior programming experience. Even so, it is a  fast-paced and rigorous preparation for 15-122.  Students seeking a more  gentle introduction to computer science should consider first taking 15-110.    NOTE: students must achieve a C or better in order to use   this course to satisfy the pre-requisite for any subsequent Computer   Science course.",None,None,Fundamentals of Programming and Computer Science,12.0,SCS: Computer Science,"Rivers, Kelly",Freshman,15-112
297,"This course provides a programmers view of how computer systems execute programs, store information, and communicate. It enables students to become more effective programmers, especially in dealing with issues of performance, portability and robustness. It also serves as a foundation for courses on compilers, networks, operating systems, and computer architecture, where a deeper understanding of systems-level issues is required. Topics covered include: machine-level code and its generation by optimizing compilers, performance evaluation and optimization, computer arithmetic, memory organization and management, networking technology and protocols, and supporting concurrent computation.",None,None,Introduction to Computer Systems,12.0,SCS: Computer Science,"Railing, Brian",Graduate,15-513
298,This course is for Masters student who plan to do an Independent Study in the Master of Science program within the Computer Science Department - SECTION A or enrolled in the ISR Master of Computational Data Science program SECTION B.  You will placed on the waitlist until your advisor gives you permission to proceed.,None,None,Independent Study in the Computer Sciences,,SCS: Computer Science,"Eckhardt, David",Graduate,15-689
299,"The School of Computer Science offers Independent Study courses, which allow motivated students to work on projects under the supervision of a faculty advisor while receiving academic credit. Independent studies are usually one semester in duration and require prior approval from the faculty member and the School of Computer Science.",None,None,Independent Study in Computer Science,,SCS: Computer Science,"Cortina, Thomas",Graduate,15-591
300,None,None,None,Graduate Reading and Research,,SCS: Computer Science,"Farbacher, Tracy",Graduate,15-697
301,To be determined,None,None,Practicum,,SCS: Computer Science,"Eckhardt, David",Graduate,15-691
302,None,None,None,Graduate Reading and Research,,SCS: Computer Science,Instructor TBA,Graduate,15-698
303,None,None,None,Graduate Reading and Research,,SCS: Computer Science,"Guruswami, Venkatesan",Graduate,15-997
304,None,None,None,Practicum,,SCS: Computer Science,"Guruswami, Venkatesan",Graduate,15-998
305,METALS Project 2,None,None,METALS Capstone II Part I,24.0,SCS: Human-Computer Interaction,"Koedinger, Kenneth",Graduate,05-683
306,METALS Project 2,05-681,None,METALS Project 2,48.0,SCS: Human-Computer Interaction,"Stamper, John",Graduate,05-682
307,"In collaboration with and with the permission of the professor, undergraduate students may engage in independent project work on any number of research projects sponsored by faculty. Students must complete an Independent Study Proposal, negotiate the number of units to be earned, complete a contract, and present a tangible deliverable.  The Undergraduate Program Advisors signature is required for HCI undergraduate-level Independent Study courses.",None,None,Independent Study in HCI-UG,,SCS: Human-Computer Interaction,"Danti, Indra",Graduate,05-589
308,"With the permission of the professor, students may engage in independent project work on any number of innovative research projects sponsored by faculty. Students must complete an Independent Study Proposal, negotiate the number of units to be earned, submit a contract, and present a tangible deliverable.  The Program Advisors signature is required for the METALS Independent Study course.",None,None,Independent Study in HCI - METALS,,SCS: Human-Computer Interaction,"Bett, Michael",Graduate,05-680
309,"This is the second consecutive course of the two-semester HCI Project course. Experiential learning is a key component of the MHCI program. Through a substantial team project, students apply classroom knowledge in analysis and evaluation, implementation and design, and develop skills working in multidisciplinary teams on client-based industry-related projects. The project begins in the spring semester before graduation and continues full-time through the final summer semester; it must be taken in consecutive spring and summer semesters. Pre-reqs: 05-571 or 05-671.",05-571 or 05-671,None,MHCI Project II,48.0,SCS: Human-Computer Interaction,"Court, Matthew",Graduate,05-672
310,"With the permission of the professor, students may engage in independent project work on any number of innovative research projects sponsored by faculty. Students must complete an Independent Study Proposal, negotiate the number of units to be earned, submit a contract, and present a tangible deliverable.  The Program Advisors signature is required for HCI graduate-level Independent Study courses.",None,None,Independent Study in HCI - Grad,,SCS: Human-Computer Interaction,"Willis, Nicole",Graduate,05-689
311,"All HCII graduate students on external internship should register for this course.  For PhD students, units of this course may be substituted for required units of 05-997 Reading and Research in HCI.  Activities undertaken during an internship may vary widely, but a brief report of internship activities indicating educational relevance is required for credit. Students of the Emerging Media Graduate Program should first see the Emerging Media Graduate office for the internship proposal form and instructions, before registering for this course.",None,None,Practicum in HCI,,SCS: Human-Computer Interaction,"Kravitz, Susan",Graduate,05-888
312,Advisor-directed research in HCI.  For HCII PhD students only.,None,None,Reading and Research in HCI,,SCS: Human-Computer Interaction,"Kravitz, Susan",Graduate,05-997
313,"This course is designed to teach IoT concepts, big data, and machine learning techniques using a hands-on approach. An IoT system simulating an order fulfillment process is central to the hands-on learning of the concepts and techniques. Students will work in 4-5 person teams to enable the system and implement the requirements. In doing so, they will incorporate sound design principles of software engineering acquired in lectures. Students will capture the data generated during the execution of the system as it fulfills orders that are received from a front-end system developed by the students.    Students will be expected to prepare, process, and model the data for statistical analysis applying techniques taught in class. They will then visualize, analyze and interpret the results, and implement improvements to obtain a 360-degree experience of a business application using the automated system.   This course will provide insight into the ways in which business enterprises think about leveraging technology and software in the management of their production operations. The course prepares students for professional opportunities requiring such skills allowing them to identify use cases that facilitate innovation and promote competitiveness.",None,None,"IoT, Big Data, and ML: A Hands-on Approach",12.0,SCS: Institute for Software Research,"Vadlamudi, Vijay",Graduate,17-640
314,"DevOps is the term given to a modern movement to establish practices that significantly reduce the time to production of committed code. This time involves deployment - the period between the completion of the code by the developers and the placing of the code into normal production  and dealing with operations issues. Deployment time can be days, weeks, or even months when using normal development practices. Operational issues such as dealing with incidents and errors introduce other delays.  Modern internet companies deploy a system multiple or even dozens of times every day. Achieving this velocity requires coordinated process and design activities together with supporting tooling. This course will cover the deployment process and the associated tooling, it will highlight reasons why release schedules can be slow, and it will introduce the practices that are used to enable high velocity deployments. It will also cover the kinds of problems that are created because of high velocity and how modern internet companies deal with these problems.",None,None,DevOps: Engineering for Deployment and Operations,12.0,SCS: Institute for Software Research,"Bass, Len",Graduate,17-611
315,NOTE: Previously offered as 08-607. Students in this course will work in small teams on a large semester-long Privacy By Design project for a project sponsor. Students will be expected to deliver a final report and project presentation at the end of the semester. This course is for students in the MSIT-Privacy Engineering program or by permission of the instructor.,None,None,Privacy by Design Practicum,,SCS: Institute for Software Research,"Libert, Timothy",Graduate,17-607
316,Note: Previously offered as 08-606. This course is for students enrolled in the Privacy by Design Practicum or by permission of the instructor. Students will discuss privacy by design challenges and solutions.,None,None,Privacy by Design Project Workshop,6.0,SCS: Institute for Software Research,"Libert, Timothy",Graduate,17-606
317,"Internet services companies such as Google, Yahoo, Amazon, and Facebook have pioneered systems that have achieved unprecedented scale while still providing high level availability and a high cost-performance.  These systems differ from mainstream high performance systems in fundamental ways.  They are data intensive rather than compute intensive as we see with mainstream super computers spending the bulk of their time performing data I/O and manipulation rather than computation.  They need to inherently support scalability, typically having high reliability and availability demands as well.  Given that they often operate in the commercial space the cost-performance of these systems needs to be such that the organizations dependent on such systems can turn a profit. Designing and building these systems require a specialized set of skills. This course will cover the set of topics needed in order to design and build data intensive scalable systems.  In this domain engineers not only need to know how to architect systems that are inherently scalable, but to do so in a way that also supports high availability, reliability, and performance.   Given the large distributed nature of these systems basic distributed systems concepts such as consistency and time and synchronization are also important.  These systems largely operate around the clock, placing an emphasis on operational concerns.  This course will introduce students to these concerns with the intent that they understand the extent to which things like deploying, monitoring, and upgrading impact the design. The course will be a hands-on project oriented course.  The basic concepts will be given during the lectures and applied in the project.  The students will gain exposure to the core concepts needed to design and build such systems as well as current technologies in this space.  Class size will be limited.",None,None,Engineering Data Intensive Scalable Systems,12.0,SCS: Institute for Software Research,"Bass, Matthew",Graduate,17-648
318,"This course is about e-learning design principles, the evidence and theory behind them, and how to apply these principles to develop effective educational technologies. It is organized around the book e-Learning and the Science of Instruction: Proven Guidelines for Consumers and Designers of Multimedia Learning by Clark  Mayer with further readings drawn from cognitive science, educational psychology, and human-computer interaction. You will learn design principles 1) for combining words, audio, and graphics in multimedia instruction, 2) for combining examples, explanations, practice and feedback in online support for learning by doing, and 3) for balancing learner versus system control and supporting student metacognition. You will read about the experiments that support these design principles, see examples of how to design such experiments, and practice applying the principles in educational technology development.",None,None,E-Learning Design Principles and Methods,12.0,SCS: Human-Computer Interaction,"Koedinger, Kenneth",Graduate,05-823
319,NOTE: Previously offered as 08-608. Enrollment by permission of faculty only.,None,None,Privacy Engineering Independent Study,,SCS: Institute for Software Research,Instructor TBA,Graduate,17-608
320,"Sections D, F, PP and G are NOT available for on-campus students.  Large scale software development requires the ability to manage resources - both human and computational - through control of the development process. This course provides the knowledge and skills necessary to lead a project team, understand the relationship of software development to overall product engineering, estimate time and costs, and understand the software process.  After completing this course, students will:   1. be able to write a software project management plan, addressing issues of risk analysis, schedule, costs, team organization, resources, and technical approach  2. be able to define the key process areas of the Capability Maturity Model and the technology and practices associated with each and a variety of software development life cycle models and explain the strengths, weaknesses, and applicability of each   3. understand the relationship between software products and overall products (if embedded), or the role of the product in the organizational product line  4. understand the legal issues involved in liability, warranty, patentability, and copyright  5. understand the purpose and limitations of software development standards and be able to apply sensible tailoring where needed  6. be able to use software development standards for documentation and implementation   7. be able to apply leadership principles  8. be able to perform requirements elicitation    REQUIREMENT:  Students must have had industrial software engineering experience with a large project, or a comprehensive undergraduate course in software engineering.    This course is for letter grade only.  This is a course for graduate students.  Only undergrad SE minors may take this course.",None,None,Managing Software Development,12.0,SCS: Institute for Software Research,"Greenhalgh Lubas, Debra",Graduate,17-653
321,Registration in the Software Development Studio is limited to those students who have been accepted into the Master of Software Engineering Program or those students who are invited by the faculty to register.    The Studio provides students with a laboratory for direct application of concepts  learned in core courses.,None,None,Software Development Studio II,36.0,SCS: Institute for Software Research,"Lattanze, Anthony",Graduate,17-672
322,"Note: This course previously offered as 08-995. Students will register for this course if they plan to participate in a internship opportunity during the academic semester. Internships require CPT approval for international students. Internships must begin and end matching the CMU summer academic calendar. If this does not occur international students will be required to use OPT to cover the non-academic time. Students are required to submit a description of what was accomplished during their internship. Students must turn this into their current advisers for credit, and grading. This 3 unit course will count towards the required electives of the program.",None,None,Societal Computing Practicum Internship,,SCS: Institute for Software Research,"Herbsleb, James",Graduate,17-995
323,Note: This course previously offered as 08-997. Societal Computing PhD Students only sign up for Reading  Research.  Please make sure you sign up under your advisers section,None,None,Societal Computing Graduate Reading and Research,,SCS: Institute for Software Research,"Herbsleb, James",Graduate,17-993
324,This independent study is for Master Software Engineering and Master of Science in Information Technology - Software Engineering on-campus students only.,None,None,Independent Study,,SCS: Institute for Software Research,"Breaux, Travis",Graduate,17-699
325,"The project is a students opportunity to demonstrate their software engineering knowledge in a real-live software project.  The focus of that demonstration will be the material learned in the core courses, and the electives the student has taken. The Project is a mentor guided software project that will focus on major aspects of the software development life-cycle in detail.  Admission is by permission only.  The Project may also be done in very small teams established with the mentors in advance of beginning the project.  All the people on the team must have completed the core courses in the MSIT Program prior to beginning the Project.  The Project can be completed on or off campus.  Summary of steps for a Project: .  Propose a project using the defined formal format provided.  In the proposal you will provide:  (1) An Executive summary (2) Definition of the work to be completed, which will include:  (a) Deliverables   (b) Time lines  (c) Two Reviews (mid point presentation and Final presentation)  (d) Final report .  Discuss the project with a designated faculty mentor .  Discuss the project with a technical mentor (Certain requirements must be met by your technical advisor, speak to your mentor) .  Get your proposal signed off (The CMU director faculty mentor and your technical mentor will approve your Project proposal.) .  Begin the project, reporting periodically to the faculty mentor and workplace mentor.  Another form of project is to subcontract with a MSE team to provide deliverables.  This option would be primarily available to on campus MSIT students.  The project will be an independent part of the MSE project which must be deliverable if the MSE project fails.  Work with your mentor to insure this aspect of the project.",None,None,MSIT Project I,,SCS: Institute for Software Research,"Bass, Matthew",Graduate,17-677
326,"Note: This course previously offered as 08-802. This course is provided by each Societal Computing advisor to coach the student in preparing, presenting, and passing a thesis proposal.  The proposal will generally occur in the semester where this course is taken.  If it is not, then, at the advisors discretion, an incomplete may be granted.  In that case, in accordance with university policy, the course must be completed (and the thesis passed) no later than the last day of the following semester, or the default grade will be awarded.",None,None,Societal Computing Pre-Thesis,6.0,SCS: Institute for Software Research,"Carley, Kathleen",Graduate,17-802
327,"Students will register for this course if they plan to participate in a internship opportunity during the academic semester.    Internships require CPT approval for international students.  Internships must begin and end matching the CMU summer academic calendar. If this does not occur international students will be required to use OPT to cover the non-academic time.    Students are required to submit a description of what was accomplished during their internship. Students must turn this into their current advisers for credit, and grading.  This 3 unit course will count towards the required electives of the program. ** Please note students must continue to take at least 21 units of course work at 6+ units or higher each for elective credit.",None,None,Software Engineering Practicum Internship,,SCS: Institute for Software Research,"Aldrich, Jonathan",Graduate,17-998
328,Graduate Reading and Research for Software Engineering PhD Students.  Only Software Engineering PhD students should register for this course,None,None,Graduate Reading and Research,,SCS: Institute for Software Research,"Aldrich, Jonathan",Graduate,17-997
329,The MCDS-Capstone course is the final large team project for MCDS master degree students. Students take 11-632 as a combined capstone course for process  outcomes. This process  outcome course evaluates the project teams use of software engineering methodology and evaluates the outcomes of the project.,None,None,Data Science Analytics Capstone,12.0,SCS: Language Technologies Institute,"Nyberg, Eric",Graduate,11-632
330,An independent study course is designed by the student to cover study of a particular area of interest too the student and is used when there is no formal course available in that subject area.,None,None,MCDS Independent Study,,SCS: Language Technologies Institute,Instructor TBA,Graduate,11-633
331,"The capstone project course is a group-oriented demonstration of student skill in one or more areas covered by the degree. Typically the result of the capstone project is a major software application. The capstone project course consists of two components.  The classroom component guides students in project planning, team management, development of requirements and design specifications, and software tools for managing group-oriented projects.  The lab component provides project-specific technical guidance and expertise, for example in the development of a question answering system, dialog, or sentiment analysis application.  Thus, each project receives two types of supervision, often from two separate members of the faculty.",None,None,MIIS Capstone Project,36.0,SCS: Language Technologies Institute,Instructor TBA,Graduate,11-927
332,This course number is intended for individual study with the intended thesis advisor prior to acceptance of a students thesis proposal.,None,None,Independent Study: Area,,SCS: Language Technologies Institute,Instructor TBA,Graduate,11-925
333,This course number is intended for individual study with faculty other than a students intended thesis advisor.,None,None,Independent Study: Breadth,,SCS: Language Technologies Institute,"Frederking, Robert",Graduate,11-920
334,"This course number documents the research being done by Masters and pre-proposal PhD students. Beginning in Fall 2001, every LTI graduate student will register for at least 24 units of 11-910 each semester, unless they are ABD (i.e., they have had a thesis proposal accepted), in which case they should register for 48 units of 11-930. The student will be expected to write a report and give a presentation at the end of the semester, documenting the research done. The report will be filed by either the faculty member or the LTI graduate program administrator.   (Until Fall 2001 this course number was used for individual study in connection with LTI project research work and was a Pass/Fail course.)",None,None,Directed Research,,SCS: Language Technologies Institute,"Frederking, Robert",Graduate,11-910
335,The MCDS Practicum course is used for recording CDS students summer internships for the MCDS Program.  Section A is used for 7-month internship opportunities Section B is used for Returning Fall Analytic students who DO NOT attain a 7-mo Internships.  Section R is used to record MCDS students Internship Requirements,None,None,MCDS Practicum,0.0,SCS: Language Technologies Institute,"Nyberg, Eric",Graduate,11-630
336,MSIT Project in Software Engineering II is a continuation of the MSIT Project I from another semester.,None,None,MSIT Project II,,SCS: Institute for Software Research,"Telang, Sujata",Graduate,17-678
337,This course number is intended for PhD dissertation research after acceptance of a students PhD thesis proposal.,None,None,Dissertation Research,,SCS: Language Technologies Institute,"Frederking, Robert",Graduate,11-930
338,TBA,None,None,PhD Summer Internship,,SCS: Language Technologies Institute,Instructor TBA,Graduate,11-936
339,This course will enable masters students to conduct research in industry and will count as part of the research requirements toward your degree. You must submit a written summary at the end of the internship.,None,None,Practicum,,SCS: Machine Learning,"Balcan, Maria",Graduate,10-635
340,Independent Study intended to work on research with a Machine Learning faculty member.,None,None,Independent Study,,SCS: Machine Learning,"Gormley, Matthew",Graduate,10-520
341,This course is intended as an internship course for students who are doing Curricular Practical Training (CPT) as part of their graduate degree.,None,None,LTI Practicum,,SCS: Language Technologies Institute,"Callan, Jamie",Graduate,11-935
342,Register for this course if you are minoring in Machine Learning. This course is intended for research with a faculty member that would count towards the minor.,None,None,Senior Research Project,,SCS: Machine Learning,"Gormley, Matthew",Graduate,10-500
343,Course for MS students to work with their advisor on research,None,None,Reading and Research,,SCS: Machine Learning,"Balcan, Maria",Graduate,10-697
344,Independent Study intended to work on research with a Machine Learning faculty member.,None,None,Independent Study: Research,,SCS: Machine Learning,"Balcan, Maria",Graduate,10-620
345,For students to pursue an independent study with a Robotics Institute faculty member.,None,None,Undergraduate Independent Study,,SCS: Robotics,"Choset, Howie",Graduate,16-595
346,This course is for graduate students to work on their dissertation research after they have proposed their thesis topic.,None,None,Dissertation Research,,SCS: Machine Learning,"Poczos, Barnabas",Graduate,10-930
347,Missing Course Description - please contact the teaching department.,None,None,Undergraduate Reading and Research,,SCS: Robotics,"Choset, Howie",Graduate,16-597
348,This course is for graduate students to work on research with their advisor before they propose their thesis topic.,None,None,Graduate Reading and Research,,SCS: Machine Learning,"Poczos, Barnabas",Graduate,10-920
349,Summer internship for MS students in Professional Degree programs. MRSD students should register for section A; MSCV students should register for section B.,None,None,TBA,,SCS: Robotics,"Dolan, John",Graduate,16-991
350,Missing Course Description - please contact the teaching department.,None,None,Reading and Research in Robotics,,SCS: Robotics,"Wettergreen, David",Graduate,16-997
351,"An internship is an approved and monitored work experience than can be related to an academic field of study through active reflection and specific learning goals.  Students must work at least 10 hours per week for the semester at the internship.  Additionally, students will also keep in regular contact with a faculty member in Social and Decision Sciences, who will assign and evaluate academic work.  Internships are available for 1-9 units, depending on the type and amount of academic work produced. Students are responsible for finding their own internships and faculty sponsors, although assistance is available in the department.",None,None,Undergraduate Internship,,Social & Decision Sciences,"Babcock, Linda",Graduate,88-505
352,"This course provides a first introduction to the statistical programming language R, and is designed primarily with social science majors in mind.  Students will develop skills in all facets of the data analysis pipeline, from installing and loading packages and reading in files to data cleaning, munging, visualization and modeling.  We welcome students who will be coding for the first time",36-200 or 36-201,None,Programming and Data Analysis for Social Scientists,9.0,Social & Decision Sciences,"Patterson, Mark",Junior,88-300
353,"Students conduct independent academic study under the supervision of a Social  Decision Sciences faculty member. Students who wish to engage in an independent study should seek out a faculty member whose interests are appropriate to the topic. Students must also complete an Independent Study/Research for Credit form, available from the SDS Coordinator of Student Programs in Porter 208A.  Prerequisite: Permission of a faculty sponsor.",None,None,Independent Study,,Social & Decision Sciences,"Loewenstein, George",Junior,88-398
354,"Students conduct research under the supervision of a Social  Decision Sciences faculty member. Students who wish to engage in research should seek out a faculty member whose interests are appropriate to the research. Prerequisite: Students must also complete an Independent Study/Research for Credit form, available from the SDS Coordinator of Student Programs in Porter 208A.  Permission of a faculty sponsor.",None,None,Undergraduate Research,,Social & Decision Sciences,"Broomell, Stephen",Junior,88-399
355,Missing Course Description - please contact the teaching department.,None,None,Independent Study,,SCS: Robotics,"Wettergreen, David",Graduate,16-995
356,"This is the first half of a year long sequence in basic statistical methods that are used in business and management. Topics include exploratory and descriptive techniques, probability theory, statistical inference in simple settings, basic categorical analysis, and statistical methods for quality control. Not open to students who have received credit for 36-201, 36-220, 36-625, or 36-247. Cross-listed as 70-207.",21-112 or 21-120 or 21-121,None,Probability and Statistics for Business Applications,9.0,Statistics and Data Science,"Hosseininasab, Amin",Sophomore,36-207
357,None,None,None,Graduate Reading and Research,,Social & Decision Sciences,Instructor TBA,Graduate,88-998
358,internship,None,None,SDS Graduate Internship,,Social & Decision Sciences,Instructor TBA,Graduate,88-995
359,"This is the second half of a year long sequence in basic statistical methods that are used in business and management. Topics include time series, regression and forecasting. In addition to two lectures a week, students will attend a computer lab once a week. Not open to students who have received credit for 36-202, 36-626. Cross-listed as 70-208.  Students who have completed 36-401 prior to 36-208 will not receive credit for 36-208.",(21-120 or 21-112) and (36-220 or 36-201 or 70-207 or 36-207 or 36-247) and (73-100 or 73-102),None,Regression Analysis,9.0,Statistics and Data Science,"Yang, I Ta",Sophomore,36-208
360,"This course is an introduction to learning how to make statistical decisions and reason with data.  The approach will emphasize thinking through an empirical problem from beginning to end and using statistical tools to look for evidence for/against an explicit argument/hypothesis.  Types of data will include continuous and categorical variables, images, text, networks, and repeated measures over time.  Applications will largely drawn from interdisciplinary case studies spanning the humanities, social sciences, and related fields.  Methodological topics will include basic exploratory data analysis, elementary probability, hypothesis tests, and empirical research methods.  There is no calculus or programming requirement.  There will be one weekly computer lab for additional hands-on practice using an interactive software platform that allows student-driven inquiry.    This course is the credit-equivalent to 36-201 and will be honored appropriately as a pre-requisite for downstream Statistics courses.  As such, this course is not currently open to students who have received credit for 36-201, 36/70-207, 36-220, 36-247, or any 300- or 400-level Statistics course.",None,None,Reasoning with Data,9.0,Statistics and Data Science,"Evans, Ciaran",Sophomore,36-200
361,This course is intended for you to gain industry research experience while using the skills you have learned in the ML curriculum and will count towards the research units for your degree.,None,None,Practicum,,SCS: Machine Learning,"Poczos, Barnabas",Graduate,10-935
362,Missing Course Description - please contact the teaching department.,None,None,Practicum,,SCS: Robotics,"Wettergreen, David",Graduate,16-990
363,"This course is the first half of a year long course which provides an introduction to probability and mathematical statistics for students in economics, mathematics and statistics. The use of probability theory is illustrated with examples drawn from engineering, the sciences, and management. Topics include elementary probability theory, conditional probability and independence, random variables, distribution functions, joint and conditional distributions, law of large numbers, and the central limit theorem.  A grade of C or better is required in order to advance to 36-226 and 36-410.  Not open to students who have received credit for 36-217 or 36-625.",None,None,Introduction to Probability Theory,9.0,Statistics and Data Science,"Chakravarti, Purvasha",Sophomore,36-225
364,"This course provides an introduction to probability theory. It is designed for students in electrical and computer engineering. Topics include elementary probability theory, conditional probability and independence, random variables, distribution functions, joint and conditional distributions, limit theorems, and an introduction to random processes. Some elementary ideas in spectral analysis and information theory will be given.   A grade of C or better is required in order to use this course as a pre-requisite for 36-226 and 36-410.  Not open to students who have received credit for 36-225, or 36-625.",21-112 or 21-122 or 21-123 or 21-256 or 21-259,None,Probability Theory and Random Processes,9.0,Statistics and Data Science,"Fogliato, Riccardo",Sophomore,36-217
