,desc,prereqs,coreqs,name,units,department,profs,School Level,Course
2181,"This course provides an introduction to core ethical issues in health care, medical research, and public policy. Topics include: the moral responsibilities of health care providers to patients and various third parties such as the government or insurance companies, the status of health as a social good, and questions of individual liberty and social responsibility at the ends of life including issues such as abortion, physician assisted suicide, and the definition of death. We will also examine specific ethical issues in the conduct of medical research and look at the impact of technological innovation on our notions of health, disease, life, death, and the family. If time permits, we may also discuss issues related to genetics and cloning. While the course engages such substantive ethical issues it also attempts to sharpen students skills in practical reasoning through argument analysis, analogical reasoning, and the application of theory and principles to particular cases.",None,None,Medical Ethics,9.0,Philosophy,"London, Alex",Sophomore,80-245
2182,"The goal of this course is to provide students with the opportunity to creatively explore some difficult questions about the relationship between language and thought, questions such as: How does the human capacity to use language relate to the human capacity to think? Does the language that a person speaks affect the way she thinks? If meaning is in the head, how can we succeed in communicating with each other? How is our ability to reason related to our ability to successfully communicate? None of these questions have definite answers; throughout the course, we will draw on work in philosophy, psychology and linguistics to try to understand some of the possible answers that might be entertained. Students in the course should be prepared for extensive reading, writing and peer discussion assignments.",None,None,Language and Thought,9.0,Philosophy,"Simons, Mandy",Senior,80-484
2183,"AI, robots, and other autonomous technologies are having deep and wide impacts on individuals, communities, and societies. In this seminar, we will examine the ethical  policy dimensions of these novel (autonomous) technologies. We will emphasize analyses of current and near-future systems, grounded in the actual technological details. Students will be expected to have either prior ethics or prior policy familiarity/experience.",None,None,Ethics & Policy of AI,9.0,Philosophy,"Danks, David",Graduate,80-536
2184,Independent Study,None,None,Independent Study,,Philosophy,"Zollman, Kevin",Senior,80-495
2185,Philosophy Department majors with outstanding academic records and intellectual promise will be given the opportunity to earn Dietrich College Honors by engaging in original research under the direction of an individual faculty member. Research topics are selected by student. Students must submit a proposal to the Deans Office for permission.,None,None,Philosophy Senior Honors Thesis II,9.0,Philosophy,"Avigad, Jeremy",Graduate,80-502
2186,"This course surveys contemporary philosophical issues by discussing a different set of journal articles each week. Frequently the discussion focuses on the work of faculty from the department, from nearby universities, or from visiting scholars.  Discussions are often moderated by the person whose work is being discussed.  The course therefore provides an survey of a wide range of philosophical issues and methods and strives to situate more technically oriented work within a broader philosophical context by emphasizing links to traditional philosophical problems, methods, frameworks or assumptions.  The course also provides an opportunity for graduate students to explore potential areas of interest and to foster contact with potential thesis or dissertation advisors.  This course is required for first year graduate students.  Advanced undergraduates may participate only with the permission of the instructor.",None,None,Philosophy Core Seminar II,12.0,Philosophy,"Danks, David",Graduate,80-602
2187,"Philosophy Department majors writing a senior thesis, and are not participating in the Dietrich College Senior Honors Program, are given the opportunity to engage in original research under the direction of an individual faculty member. Research topics are selected by student.",None,None,Senior Thesis,,Philosophy,"Werner, Thomas",Graduate,80-595
2188,"U  I focuses on two fundamental results: the undecidability of logic (established by Alonzo Church and Alan Turing) and the incompleteness of mathematical theories (discovered by Kurt Gdel).  The proofs of these results require a novel metamathematical perspective, but also striking logical concepts and fascinating mathematical techniques. In this course, the theorems are not just formulated but actually proved.   We begin with the axiomatic development of elementary set theory that allows, at the same time, the formal representation of informal mathematics like number theory.  With this basis, one can show that syntactic notions concerning set theory are representable in the very theory.  It is then easy to prove that set theory is incomplete.  To show that logic is undecidable, the crucial concept of computation is introduced via Turing machines. The two concepts - proof and computation - are fundamental for mathematics, computer science and, in particular, artificial intelligence.   The undecidability and incompleteness results are among the most significant contributions of modern logic to the foundations of mathematics. They provide also the beginnings of a deeper understanding of mental processes in cognitive science and, thus, of the human mind.  To understand the latter connections, we will read about and discuss historical as well as philosophical aspects of the subject.",80-610 or 80-211 or 15-251 or 80-210 or 80-310 or 21-300,None,Undecidability and Incompleteness,12.0,Philosophy,"Sieg, Wilfried",Graduate,80-611
2189,"The core topics of this mini are: Models of computation (including Turing machines, recursive functions, and the lambda calculus), decidability and undecidability phenomena, and Gdels incompleteness theorems. The undecidability and incompleteness results are among the most significant contributions of modern logic to the foundations of mathematics and computer science. They provide also the beginnings of a deeper understanding of mental processes in cognitive science and, thus, of the human mind.  To understand the latter connections, we will discuss historical as well as philosophical aspects of the subject.",None,None,Topics in Logic,6.0,Philosophy,"Sieg, Wilfried",Graduate,80-618
2190,"The formal methods seminar series introduces a variety of formal structures that have broad applicability to issues of philosophical interest. This mini focuses on using probabilistic graphical models to represent causal relations and infer causal effects, causal discovery from observational data, and the relationship between machine learning and causal modeling.",80-310 or 80-210 or 80-211,None,"Formal Methods III: Probablity, Causality and Learning",6.0,Philosophy,"Zhang, Kun",Graduate,80-617
2191,"The picture of topology that usually comes to mind is rubber geometry---stretching a coffee mug into a bagel.   But at a deeper level, topology is the mathematics of verifiability---whether by propositional information, by a statistical test, or by an algorithm.  In each case, the verifiable propositions are exactly the open sets of a topological space, so all of the theorems of topology hold for verifiability.  Since verifiability is fundamental to computability, epistemology, and statistics, those disciplines are unified by a golden, topological thread---if one knows how to locate it.  This mini will introduce students to the relevant topological concepts and results of topology, with emphasis on understanding the concepts via basic intuitions about verifiability.   The subject will be developed from scratch.  No prerequisites beyond basic logical and mathematical literacy are required.",None,None,Formal Methods IV: Topological Epistemology and Epistemological Topology,6.0,Philosophy,"Kelly, Kevin",Graduate,80-619
2192,"Statistics and Machine Learning have made tremendous strides in recent years in solving a wide variety of regression and classifiction problems. However, causal discovery problems (i.e. discovery of which variables are affected by a given variable that undergoes change due to an external intervention, either man-made or natural, and to what extent other variables are affected by such a change) are distinct and more difficult problems. Causal discovery problems arise not only in scientific contexts (e.g. discovering which genes regulate which other genes) but also in some machine learning contexts (e.g. transfer learning problems). This course will (i) describe how causal discovery problems differs from regression and classification problems in goals, methods, and fundamental assumptions, (ii) descibe recent advances in modifying machine learning and statistical algorithms to deal with causal discovery problems involving such difficulties as latent confounders, measurement error, selection bias, etc., and (iii)  what the outstanding problems in causal discovery are and future directions the field might take. Students should have taken at least one course in statistics or machine learning, or obtain the permission of the instructor.",None,None,"Causal Discovery, Statistics, and Machine Learning",9.0,Philosophy,"Spirtes, Peter",Junior,80-314
2193,"Category theory is a formal framework devoted to studying the structural relationships between mathematical objects. Developed in the mid-20th century to attack geometrical problems, subsequent progress has revealed deep connections to algebra and logic, as well as to mathematical physics and computer science. The course emphasizes two perspectives. On one hand, we develop the basic theory of categories, regarded as mathematical structures in their own right. At the same time, we will consider the application of these results to concrete examples from logic and algebra. Some familiarity with abstract algebra or logic required.",None,None,Category Theory,12.0,Philosophy,"Frey, Jonas",Graduate,80-713
2194,"Game theory is the study of interactive decision-making: making choices in the context of other agents who are also making choices. Famous examples include the Prisoners Dilemma (pitting rational self-interest against the benefits of cooperation), and the Cournot duopoly (a basic model of market competition and supply-and-demand). Game theory has been applied to situations as diverse as traffic flow, auctions, the search and competition for scarce resources, and bargaining.  This course will develop conceptual and technical facility with the mathematical tools used to model and analyze such situations. We will cover games in strategic and extensive form and games of perfect and imperfect information; well also study solution concepts such as Nash equilibrium and rationalizability. Finally, throughout the course we will take the opportunity to actually play several of the games we study to help build intuitions and foster insights into the formal mathematical models we develop.",None,None,Game Theory,12.0,Philosophy,"Seidenfeld, Teddy",Graduate,80-705
2195,"This course is a continuation of Phonetics and Phonology I (80-282) and is designed to expand upon the phonetic skills developed in that course, while delving more thoroughly into various issues central to phonology.  We will focus primarily on consonants and the phonetic principles that govern their realization, with a special emphasis on voicing.  We will learn about how articulatory and acoustic principles give rise to voicing assimilation, final devoicing and the interaction of consonant voicing and tone. The exploration will be hands on, and we will learn how to measure voice onset time, analyze stop bursts and fricative noise and see how the voicing of a consonant affects the pitch of the following vowel, using Praat.   On the phonological side, we will consider various ways in which voicing contrasts and processes have been represented, including SPE-style binary features, feature geometry and Optimality Theory.  One of the central themes will be how to reconcile phonological accounts of voicing phenomena with our understanding of their underlying phonetic principles.  Both rule-based and constraint-based approaches to phonology rely on discrete symbols, whether they be phones or features, but the speech stream is not neatly divided into segment-sized units, and the features of phonological theory are typically spread over multiple segments.  Additionally, many phonological explanations recapitulate phonetic principles, calling into question what we consider to be an explanation of sound patterns.  The course will culminate in a survey of some recent approaches to understanding how phonetics and phonology interact.",None,None,Phonetics and Phonology II,12.0,Philosophy,"Bjorndahl, Christina",Graduate,80-682
2196,"Every day, even in very subtle ways, we make judgments of value that shape our lives and our conduct. This course will examine four influential attempts at providing a systematic account of the source and nature of moral value, its relationship to other kinds of value, and the practical implications of different answers to these questions. This focus on the fundamental structure of moral value will frequently engage topics such as the nature of the good, subjectivist and objectivist accounts of value, forms of moral naturalism verses attempts at moral constructivism, and will draw on historical as well as more contemporary  sources. Particular attention will be paid to articulating the specific sources of disagreement that distinguish competing moral theories in order to facilitate our ability to adjudicate between them on a reasoned basis.",None,None,Ethical Theory,12.0,Philosophy,"Cullen, Simon",Graduate,80-630
2197,"Interactive theorem proving involves using computational proof assistants to verify that mathematical proofs are correct, or to verify that hardware and software designs meet their formal specifications. This course uses a new interactive theorem prover, Lean, to explore this new technology and its logical foundations. We will study dependent type theory, a powerful and expressive language for representing mathematical objects, algorithms, and proofs. We will also consider automated methods that can be used in support of formal verification, including propositional, equational, first-order, and higher-order methods, as well as decision procedures for real and integer arithmetic.",80-211 or 80-310 or 15-317 or 21-300,None,Interactive Theorem Proving,9.0,Philosophy,"Avigad, Jeremy",Senior,80-419
2198,"This decision-theoretic seminar is organized in three parts.   1. In the first we examine Savages theory of subjective expected utility, primarily chapters 2-5 of his classic book, The Foundations of Statistics.   2. In the second part of the course, we focus on the following issues:     2.1. A comparison of Savages theory and deFinettis criteria of coherence.     2.2. Personal vs. group decisions. Topics to include: Arrows impossibility theorem, consensus, and Savages position in 7.2  13.5 of his book.     2.3. Contemporary theories that highlight violations of the sure-thing principle -- violations of Savages postulate P2. 3. For the third part, we discuss issues related to Indeterministic and/or Imprecise Probability [IP] theory.  The seminar explores some of the ongoing research programs falling under IP, mostly as reflected in the Society for Imprecise Probability: Theories and Applications (www.sipta.org).",None,None,Seminar on the Foundations of Statistics,9.0,Philosophy,"Seidenfeld, Teddy",Graduate,80-515
2199,"Interactive theorem proving involves using computational proof assistants to verify that mathematical proofs are correct, or to verify that hardware and software designs meet their formal specifications. This course uses a new interactive theorem prover, Lean, to explore this new technology and its logical foundations. We will study dependent type theory, a powerful and expressive language for representing mathematical objects, algorithms, and proofs. We will also consider automated methods that can be used in support of formal verification, including propositional, equational, first-order, and higher-order methods, as well as decision procedures for real and integer arithmetic.",None,None,Interactive Theorem Proving,12.0,Philosophy,"Avigad, Jeremy",Graduate,80-719
2200,"AI, robots, and other autonomous technologies are having deep and wide impacts on individuals, communities, and societies. In this seminar, we will examine the ethical  policy dimensions of these novel (autonomous) technologies. We will emphasize analyses of current and near-future systems, grounded in the actual technological details. Students will be expected to have either prior ethics or prior policy familiarity/experience.",None,None,Ethics & Policy of AI,12.0,Philosophy,"Danks, David",Graduate,80-836
2201,This class is for professional development of masters and PhD students in the philosophy department.  All students who are in their first three years of graduate programs should enroll in this course.,None,None,Professional Development Seminar,6.0,Philosophy,"Harrell, Mara",Graduate,80-811
2202,"Statistics and Machine Learning have made tremendous strides in recent years in solving a wide variety of regression and classifiction problems. However, causal discovery problems (i.e. discovery of which variables are affected by a given variable that undergoes change due to an external intervention, either man-made or natural, and to what extent other variables are affected by such a change) are distinct and more difficult problems. Causal discovery problems arise not only in scientific contexts (e.g. discovering which genes regulate which other genes) but also in some machine learning contexts (e.g. transfer learning problems). This course will (i) describe how causal discovery problems differs from regression and classification problems in goals, methods, and fundamental assumptions, (ii) descibe recent advances in modifying machine learning and statistical algorithms to deal with causal discovery problems involving such difficulties as latent confounders, measurement error, selection bias, etc., and (iii)  what the outstanding problems in causal discovery are and future directions the field might take. Students should have taken at least one course in statistics or machine learning, or obtain the permission of the instructor.",None,None,"Causal Discovery, Statistics, and Machine Learning",,Philosophy,"Spirtes, Peter",Graduate,80-816
2203,"This decision-theoretic seminar is organized in three parts.   1. In the first we examine Savages theory of subjective expected utility, primarily chapters 2-5 of his classic book, The Foundations of Statistics.   2. In the second part of the course, we focus on the following issues:     2.1. A comparison of Savages theory and deFinettis criteria of coherence.     2.2. Personal vs. group decisions. Topics to include: Arrows impossibility theorem, consensus, and Savages position in 7.2  13.5 of his book.     2.3. Contemporary theories that highlight violations of the sure-thing principle -- violations of Savages postulate P2. 3. For the third part, we discuss issues related to Indeterministic and/or Imprecise Probability [IP] theory.  The seminar explores some of the ongoing research programs falling under IP, mostly as reflected in the Society for Imprecise Probability: Theories and Applications (www.sipta.org).",None,None,Seminar on the Foundations of Statistics,12.0,Philosophy,"Seidenfeld, Teddy",Graduate,80-815
2204,Seminar Supplement,None,None,Seminar Supplement,,Philosophy,"Zollman, Kevin",Graduate,80-995
2205,Thesis Research,None,None,Thesis Research,,Philosophy,"Sieg, Wilfried",Graduate,80-991
2206,Philosophy Colloquium,None,None,Philosophy Colloquium,,Philosophy,Instructor TBA,Graduate,80-999
2207,"This course will be a conditioning course prescribed partially by the individual with assistance from the instructor to insure that the desired results will be achieved or at least pursued correctly. Individual goals will be the main concern. Stretching, aerobics, weight training and nutrition will be discussed.",None,None,Personal Fitness,3.0,Physical Education,"Harrison, Monica",Freshman,69-110
2208,"This course is designed to aid in developing the fundamental skills involved in racquetball.  Techniques, rules and strategy are stressed.  It is hoped that the student will develop a reasonable level of proficiency to enable participation on a leisure-time basis.",None,None,TBA,3.0,Physical Education,"Bowman, Brandon",Freshman,69-101
2209,"A fun power-packed workout designed to introduce all aspects of fitness.  This class combines simple exercises including cardio endurance with dynamic balance and stabilization.  The class will fuse fitness while maximizing the benefits offered by training with concise, innovative, and effective exercises for the whole body.  Every few weeks another aerobic activity will be added.  We will start slowly so you can experience progressions and advance your training.  During the fusion of strength, core, and flexibility, we will use a variety of toys to enhance your fun and fitness while fusing the total package of mind, body, and spirit.",None,None,Fitness Fusion,3.0,Physical Education,"Stragar, Patricia",Freshman,69-112
2210,Research seminar in homotopy type theory,None,None,Seminar on Homotopy Type Theory,12.0,Philosophy,"Awodey, Steven",Graduate,80-715
2211,This course is designed to provide the opportunity for the inexperienced student to learn the effectiveness of a carefully planned weight-training program as a method of body development and the contributing benefit to performance in many sports.,None,None,Weight Training,3.0,Physical Education,"Helms, Andrew",Freshman,69-102
2212,"Beginning Karate teaches traditional Tang Soo Do (Korean Karate) by Master C. S. Kim and assistant instructors with specific standards and goals designed to help each student maximize potential as an individual, as well as a martial artist.  Students will learn stretching and basic stances as well as blocking, punching, kicking, knee and elbow strikes, and open-handed techniques such as knife-hands.  Proper etiquette will also be taught.",None,None,Beginning Karate,3.0,Physical Education,"Gauntner, Sara",Freshman,69-113
2213,"Intermediate Karate teaches a higher level of the traditional martial arts with specific standards and goals designed to help each student maximize potential as an individual, as well as a martial artist.  Through traditional Tang Soo Do (Korean Karate) taught by Master C. S. Kim and assistant instructors, you will find many opportunities to gain specific knowledge which will apply not only in your martial arts training, but also in the improvement of your daily quality of life.",None,None,Intermediate Karate,3.0,Physical Education,"Gauntner, Sara",Freshman,69-114
2214,"This course is designed to give the student all the skills necessary to play a satisfactory game of golf. The long game, the short game and putting are covered. It is a leisure time sport that is challenging and can be used by the student for the rest of his/her life.",None,None,TBA,3.0,Physical Education,"Rodgers, Daniel",Freshman,69-134
2215,"Self Defense for Women - is a course specifically designed to increase womens awareness of potential sexual assault and to provide physical techniques to respond to such an act.  It is intended for women only because it is believed that the presence of males in class (other than instructors or other authorized persons) can alter the emotional and physical responses of women to class material and thereby hinder their ability to reach course objectives.  It is of the utmost importance that women be able to maximize their opportunity to learn in the company of like-minded students.  The core of the course is based upon the principles of the Rape Aggression Defense System (R.A.D.)which was conceived and developed by Larry N. Nadeau.  His goal in developing R.A.D. is also its motto:  To develop and enhance the options of self-defense, so they may become viable considerations to the woman who is attacked.  This course is composed of three sections:  risk reduction principles, physical defense techniques, and simulation.  Risk reduction principles include a thorough review of personal self-awareness  the environment, whether in the home, neighborhood, or unfamiliar community.  Physical defense techniques include the introduction to bodily strikes with hands, kicks with the feet, and defenses against grabs  holds.  Simulation is the activity that attempts to incorporate, via physical demonstration, all emotional  physical techniques that have been taught through the acting out of scenarios involving instructors (padded/protected) as attackers, and students (padded/protected) responding to the assault.",None,None,Rape Agression Defense Systems (RAD),3.0,Physical Education,"Bernarding, Joseph",Freshman,69-129
2216,This course is designed to familiarize the student with the rules of volleyball and to develop the skills needed to become proficient for recreational play.,None,None,Volleyball,3.0,Physical Education,"Bock, Anne",Freshman,69-131
2217,"This course is designed to familiarize the student with the rules of tennis and to develop the skills needed to become proficient for recreational play.  During the first half of the course, all tennis strokes will be covered and reviewed in detail.  The second half of the course will focus mostly on competitive games and match-play.",None,None,Beginning Tennis,3.0,Physical Education,"Stragar, Patricia",Freshman,69-130
2218,"This is a weekend course set for March 29th from 4:00 pm-7:00 pm and March 30/31 from 9:00 am-2:00 pm.   The course times will be sent via email before the course begins.   This course is designed to expose students to a comprehensive overview of what it means to be healthy, including:  stress management strategies, healthy eating habits, importance of sleep, and the benefits of various exercise methods. The course will be presented using both a traditional lecture style, and hands-on practice.   A few outside speakers will be brought in to speak in their area of expertise.   Students should come prepared to exercise.",None,None,Topics in Health and Physical Activity,3.0,Physical Education,"Degennaro, Alan",Freshman,69-120
2219,Directed Reading,None,None,Directed Reading,,Philosophy,Instructor TBA,Graduate,80-990
2220,This class is designed for beginner soccer players.  This class will teach you soccer skills and techniques to become a better player.,None,None,Beginning Soccer,3.0,Physical Education,"Moraga, Christopher",Freshman,69-141
2221,This course is designed to familiarize the student with the rules of softball and wiffleball and to develop the skills needed to become proficient for recreational play.  Students will play each other or the instructor in almost every class.,None,None,Diamond Sports,3.0,Physical Education,"Simmons, Jeffrey",Freshman,69-144
2222,"Students will learn beginning softball skills-throwing, hitting, running",None,None,Beginning Softball,3.0,Physical Education,"Harrison, Monica",Freshman,69-145
2223,This course is designed to familiarize the student with the rules of soccer and to develop the skills needed to become proficient for recreational play.,None,None,Indoor Soccer Skills,3.0,Physical Education,TBA,Freshman,69-139
2224,This course is designed for the beginning yoga student who wants to gain a solid foundation of yoga poses and the benefits a yoga practice has to offer.  The course is also for those who have experience in Yoga and want to practice and improve their basic skills.,None,None,Introduction to Yoga,3.0,Physical Education,"Stragar, Patricia",Freshman,69-151
2225,This class is the American Red Cross Lifeguard Training course.  Students who complete certification will be eligible to be employed as lifeguards.  Attendance is required.    There will be a 90.00 fee for this class from the American Red Cross.  This fee will be deducted from the students account once the status of the student is enrolled and attending this class.,None,None,Lifeguard Training,3.0,Physical Education,"Gauntner, Sara",Freshman,69-153
2226,"Must be able to complete a 1000 yard swim (40 laps) prior to entering the class ; this is not a learn-to-swim class.  Pre and post timed swims, deep water treading, lap swimming interval training.   Average workout is around 2000 yards.",None,None,Swim-Fit,3.0,Physical Education,"Gauntner, Sara",Freshman,69-160
2227,"This class provides an overview of six American Style Ballroom Dances: Foxtrot, Waltz, Tango, Cha Cha, Rumba, Swing.  Participants will learn three or four basic step patterns in each dance, the timing of each pattern, leading and following principles and the unique characteristics of each dance. At the end of this course, participants will be able to dance comfortably at a social dance.  It is recommended that suede bottomed dance shoes be worn, but not required.",None,None,Beginning Ballroom Dance,2.0,Physical Education,"Stragar, Patricia",Freshman,69-167
2228,"A total body fitness class for men and women that incorporates stretching for flexibility, exercises for strength and movement to increase cardiovascular improvement.",None,None,Cardio Fitness/Sculpt,3.0,Physical Education,"Krysiak, Elizabeth",Freshman,69-155
2229,"Indoor cycling classes are riding on a stationary bike while getting a great workout, experiencing several styles of training, and listening to music.  All are welcome--beginner to advanced--you set the workout pace to various intensities.  This course is for those participants who want to gain knowledge and experience of riding for endurance, speed work, race training, strength training, and/or visionary riding.    Each class will be formatted to take the rider to their levels of advancement--beginner to advanced--all doing the same workout.  Bikes are provided.  No prior bike experience is necessary.  No special footwear required--bike shoes are welcome--and tennis shoes at least are a must.    Come along for the ride of a lifetime while having fun and getting into shape.",None,None,Cycling Core,3.0,Physical Education,"Stragar, Patricia",Freshman,69-165
2230,This course is designed to familiarize the student with the rules of basketball and to develop the skills needed to become proficient for recreational play.,None,None,Basketball Skills,3.0,Physical Education,"Sloan, David",Freshman,69-136
2231,Outdoor soccer class for those with average to above average soccer experience.  Format will consist of brief technical warm-up followed by small sided and full field soccer games.,None,None,Outdoor Soccer,3.0,Physical Education,"Brandt, Daniel",Freshman,69-138
2232,"This class incorporates African-Modern dance technique (specifically elements of Dunham and Horton technique) and applies it to dance movements from West Africa, Haiti, and /or Brazil.  Students will build strength, alignment, and stamina while experiencing the joy of dancing to the exciting and mesmerizing music of these regions.    Open to non-drama and drama majors.",None,None,African Caribbean Dance,2.0,Physical Education,"Heagy, Dolores",Freshman,69-175
2233,"Advanced ballroom dance will be a continuation of the dances taught in the beginning level course. Advanced techniques and movement principles will be explained in Foxtrot, Waltz, Tango, Rumba, Cha Cha and Swing. Completion of Beginning Ballroom is strongly suggested.",None,None,Advanced Ballroom Dance,3.0,Physical Education,"Stragar, Patricia",Freshman,69-185
2234,None,None,None,Study Abroad,0.0,Physics,Instructor TBA,Freshman,33-051
2235,"The Emergency Medical Technician provides students with a basic knowledge of Emergency Medicine, and enables students to take the National Registry EMT Certification exam and become certified at the state and national level. This is the second part of the course and has 69-195 as a prerequisite. This course is cross-enrolled through the Community College of Allegheny County (CCAC) and will require registration with CCAC on the first day of class. This will require a fee, which has yet to be determined. Due to state laws and classroom hours requirements, all lectures are mandatory with very few exceptions. This class will meet on around 2 Saturdays, which will be announced on the first day of class. This class is offered in two parts. The first part (69-195) is offered during mini-2 and the second part (69-199) is offered during the full spring semester. You must attend both parts in order to be eligible to take the National Registry EMT Certification exam. Please email info@cmuems.org with any questions you might have.",None,None,Emergency Medical Technician II,12.0,Physical Education,"Gauntner, Sara",Freshman,69-199
2236,This course provides students with a basic introduction to experimental physics. The content of the course and the particular experiments to be carried out are chosen to be especially useful for students who intend to work in the health sciences. Specific topics will range from mechanics to nuclear and atomic physics. This course is specifically geared toward pre-health students.,None,None,Basic Experimental Physics,6.0,Physics,"Anderson, David",Freshman,33-100
2237,"This course provides first year students and sophomores with an introduction to the methods of experimental physics. Particular emphasis is placed on three aspects of experimentation: laboratory technique, including both the execution and the documentation of an experiment; data analysis, including the treatment of statistical and systematic errors and computer-aided analysis of experimental data; and written communication of experimental procedures and results. The concepts and skills for measurement and data analysis are acquired gradually through a series of experiments covering a range of topics from mechanics to nuclear and atomic physics.",None,None,Experimental Physics,9.0,Physics,"Anderson, David",Freshman,33-104
2238,"An introduction to the physics and psychophysics of musical sound.  Elementary physics of vibrating systems. Propagation of sound: traveling  waves, reflection, and diffraction. Addition of waves: interference and  beats. Anatomy of the ear and the perception of sound: loudness, pitch,  and timbre. Standing waves and natural modes. Qualitative description of  general periodic systems by Fourier analysis: the harmonic series and  complex musical tones. The acoustics of musical instruments including  percussion instruments, such as drums, bars, and struck and plucked  strings; and instruments exhibiting self-sustained oscillations, including  bowed strings, blown pipes, reeds, brasses, and singing. Intervals and  consonance, musical scales, tuning and temperament. Basic room and  auditorium acoustics. There are no formal prerequisites, but an ability to  read music and having some previous musical experience will be very  useful.",None,None,Physics of Musical Sound,9.0,Physics,"Briere, Roy",Freshman,33-114
2239,"We will view and critique the science content in a selection of science fiction films, spanning more than 100 years of cinematic history, and from sci-fi TV shows from the past 50+ years. Guided by selected readings from current scientific literature, and aided by order-of-magnitude estimates and careful calculations, we will ponder whether the films are showing things which may fall into one of the following categories: Science fiction at the time of production, but currently possible, due to recent breakthroughs. Possible, in principle, but beyond our current technology. Impossible by any science we know. Topics to be covered include the future of the technological society, the physics of Star Trek, the nature of space and time, extraterrestrial intelligence, robotics and artificial intelligence, biotechnology and more. Success of this course will depend upon class participation. Students will be expected to contribute to discussion of assigned readings and problems, and to give brief presentations in class on assigned films.",None,None,Science and Science Fiction,9.0,Physics,"Luokkala, Barry",Freshman,33-120
2240,"This calculus-based course combines the basic principles of mechanics with some quantum physics and relativity to explain nature on both a microscopic and macroscopic scale. The course will build models to describe the universe based on a small number of fundamental physics principles. Some simple computer modeling will be done to develop insight into the solving of problems using Newtons laws. Topics covered will include vectors, momentum, force, gravitation, oscillations, energy, quantum physics, center of mass motion, rotation, angular momentum, statistical physics, and the laws of thermodynamics. No computer experience is needed.  Examples illustrating basic principles being presented will be taken from physics, chemistry, and biology.",None,21-120,Physics I for Science Students,12.0,Physics,"Paulini, Manfred",Freshman,33-121
2241,"Astronomy continues to enjoy a golden age of exploration and discovery. This course presents a broad view of astronomy, straightforwardly descriptive and without any complex mathematics. The goal of the course is to encourage non-technical students to become scientifically literate and to appreciate new developments in the world of science, especially in the rapidly developing field of astronomy. Subjects covered include the solar system, stars, galaxies and the universe as a whole. The student should develop an appreciation of the ever-changing universe and our place within it. Computer laboratory exercises will be used to gain practical experience in astronomical techniques. In addition, small telescopes will be used to study the sky. This course is specifically geared toward non-science/engineering majors.",None,None,TBA,9.0,Physics,"Zayed, Mohamed",Freshman,33-124
2242,"This is the second course in the introductory physics sequence for chemistry and biological science majors. The course will consist of eight portions covering (1) electrostatics and dynamics, (2) electrical circuits, (3) magnetism, (4) waves, (5) optics, (6) diffusive motion, and (7) hydrostatic forces and flow.  Emphasis will be put on the application of the underlying physical principles in the study of biology and chemistry.",(33-121 and 21-120) or (33-151) or (33-141) or (33-111 and 21-120) or (33-131) or (33-106),21-122 or 21-124,Physics II for Biological Sciences and Chemistry Students,9.0,Physics,"Garoff, Stephen",Freshman,33-122
2243,This class is designed for those students who would like to continue their study in jazz but are not enrolled in the CFA department.  They will learn the basics and progression movements in the area of jazz dancing.  This is for all levels of participants.,None,None,Non-Majors Jazz,3.0,Physical Education,"Darr, Rosemary",Freshman,69-176
2244,"This is a first semester, calculus-based introductory physics course. Basic principles of mechanics and thermodynamics are developed. Topics include vectors, displacement, velocity, acceleration, force, equilibrium, mass, Newtons laws, gravitation, work, energy, momentum, impulse, torque and angular momentum, temperature, heat, equations of state, thermodynamic processes, heat engines, refrigerators, first and second laws of thermodynamics, and the kinetic theory of gases.",None,21-120,Physics I for Engineering Students,12.0,Physics,"Collins, Hael",Freshman,33-141
2245,"A more challenging alternative to 33-142, Physics II for Engineering and Physics Students. There is an emphasis on atomic-level description and analysis of matter and its electric and magnetic interactions.  Topics include: Coulombs law, polarization, electric field, plasmas, field of charge distributions, microscopic analysis of resistor and capacitor circuits, potential, macroscopic analysis of circuits, Gauss law, magnetic field, atomic model of magnetism, Amperes law, magnetic force, relativistic issues, magnetic induction with emphasis on non-Coulomb electric field, Maxwells equations, electromagnetic radiation including its production and its effects on matter, re-radiation, interference.  There will also be computer modeling, visualization and desktop experiments.",(33-151 and 21-122) or (21-122 and 33-131),21-259,Matter and Interactions II,12.0,Physics,"Xiao, Di",Freshman,33-152
2246,"This is the second half of a two-semester calculus-based introductory physics sequence for engineering and physics students. Two fifths of the course covers electricity, including electrostatics and electric fields, Gauss law, electric potential, and simple circuits. Two fifths cover magnetism, including magnetic forces, magnetic fields, induction and electromagnetic radiation. One fifth of the course covers mechanical waves (including standing and traveling waves, superposition, and beats) and electromagnetic waves (including mode of propagation, speed, and other properties).",(33-106) or (33-141) or (21-120 and 33-111) or (33-131) or (33-151) or (21-120 and 33-121),21-122,Physics II for Engineering and Physics Students,12.0,Physics,"Klein, George",Freshman,33-142
2247,Continuation of 33-201.,None,None,Physics Sophomore Colloquium II,2.0,Physics,"Garoff, Stephen",Sophomore,33-202
